trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
乞食,乞食,paiṇḍapātika,2,5,0,0.4,0.0,length_mismatch,phrase,calque
七寶,七宝,saptaratna,2,4,0,0.5,0.0,length_mismatch,phrase,calque
袈裟,袈裟,kaṣāya,2,3,2,0.667,0.0,off_by_one,noun,calque
出家,出家,pravrajita,2,4,0,0.5,0.0,length_mismatch,verb,calque
無量,无量,aparimāṇa,2,5,0,0.4,0.0,length_mismatch,adjective,calque
藥師佛,药师佛,bhaiṣajyaguru,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
佛經,佛经,sūtra,2,2,2,1.0,0.0,exact,noun,calque
無我,无我,anātman,2,3,2,0.667,0.0,off_by_one,noun,calque
佛法,佛法,buddhadharma,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
菩薩,菩萨,bodhisattva,2,4,0,0.5,0.0,length_mismatch,noun,calque
經,经,sūtra,1,2,1,0.5,0.0,off_by_one,noun,calque
修行,修行,pratipatti,2,4,0,0.5,0.0,length_mismatch,noun,calque
藏,藏,piṭaka,1,3,0,0.333,0.0,length_mismatch,noun,calque
五智如來,五智如来,pañcatathāgata,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
魔,魔,māra,1,2,1,0.5,0.0,off_by_one,proper noun,calque
法緣,法缘,dharmarambana,2,5,0,0.4,0.0,length_mismatch,phrase,calque
梵,梵,brahman,1,2,1,0.5,1.0,off_by_one,proper noun,calque
眾生,众生,sattva,2,2,2,1.0,0.5,exact,noun,calque
聖,圣,ārya,1,2,1,0.5,1.0,off_by_one,adjective,calque
禪,禅,dhyāna,1,2,1,0.5,1.0,off_by_one,noun,calque
僧,僧,saṃgha,1,2,1,0.5,1.0,off_by_one,proper noun,calque
五陰,五阴,pañcaskandha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
塔,塔,stūpa,1,2,1,0.5,1.0,off_by_one,noun,calque
法會,法会,dharma-saṃgīti,2,5,0,0.4,0.0,length_mismatch,noun,calque
法,法,dharma,1,2,1,0.5,1.0,off_by_one,proper noun,calque
法,法,dhárma,1,1,1,1.0,1.0,exact,noun,calque
法,法,dhárma,1,1,1,1.0,1.0,exact,noun,calque
法,法,dhárma,1,1,1,1.0,1.0,exact,noun,calque
薩,萨,sādhu,1,2,1,0.5,1.0,off_by_one,interjection,calque
大乘,大乘,mahāyāna,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
佛,佛,buddha,1,2,1,0.5,1.0,off_by_one,proper noun,calque
善知識,善知识,kalyāṇamitra,3,5,0,0.6,0.0,length_mismatch,noun,calque
宗,宗,siddhānta,1,3,0,0.333,0.0,length_mismatch,noun,calque
四大,四大,mahābhūta,2,4,0,0.5,0.0,length_mismatch,phrase,calque
貪,贪,rāga,1,2,1,0.5,0.0,off_by_one,noun,calque
精進,精进,vīrya,2,2,2,1.0,0.5,exact,noun,calque
假,假,prajñapti,1,3,0,0.333,0.0,length_mismatch,adjective,calque
癡,癡,moha,1,2,1,0.5,0.0,off_by_one,noun,calque
施,施,dāna,1,2,1,0.5,0.0,off_by_one,noun,calque
佛剎,佛刹,Buddhakṣetra,2,4,0,0.5,0.0,length_mismatch,noun,calque
相應,相应,saṃprayukta,2,4,0,0.5,0.0,length_mismatch,adjective,calque
布施,布施,dāna,2,2,2,1.0,0.0,exact,noun,calque
缽,钵,pātra,1,2,1,0.5,1.0,off_by_one,noun,calque
慈悲,慈悲,maitrī,2,2,2,1.0,0.0,exact,noun,calque
三藏,三藏,tripiṭaka,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
假名,假名,prajñapti,2,3,1,0.667,1.0,off_by_one,noun,calque
觀音,观音,avalokiteśvara,2,7,0,0.286,0.0,length_mismatch,proper noun,calque
聲明,声明,śabdavidyā,2,4,0,0.5,0.0,length_mismatch,noun,calque
五法,五法,pañcadharma,2,4,0,0.5,0.0,length_mismatch,phrase,calque
觀音菩薩,观音菩萨,avalokiteśvara,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
五蘊,五蕴,pañcaskandha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
色,色,rūpa,1,2,1,0.5,0.0,off_by_one,noun,calque
無明,无明,avidyā,2,3,2,0.667,0.0,off_by_one,noun,calque
苦集滅道,苦集灭道,cattāri ariyasaccāni,4,9,0,0.444,0.0,length_mismatch,phrase,calque
四諦,四谛,cattāri ariyasaccāni,2,9,0,0.222,0.0,length_mismatch,phrase,calque
顛倒,颠倒,viparyāsa,2,4,0,0.5,0.0,length_mismatch,noun,calque
八正道,八正道,āryāṣṭāṅgamārga,3,6,0,0.5,0.0,length_mismatch,phrase,calque
諦,谛,satya,1,2,1,0.5,1.0,off_by_one,noun,calque
三寶,三宝,ratnatraya,2,4,0,0.5,0.0,length_mismatch,phrase,calque
般若波羅蜜多心經,般若波罗蜜多心经,prajñāpāramitāhṛdayasūtra,8,11,0,0.727,0.0,length_mismatch,proper noun,calque
金剛經,金刚经,vajracchedikāprajñāpāramitā sūtra,3,13,0,0.231,0.0,length_mismatch,proper noun,calque
大悲咒,大悲咒,Nīlakantha dhāranī,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
唵,唵,oṃ,1,1,1,1.0,1.0,exact,particle,calque
世尊,世尊,bhagavat,2,3,2,0.667,0.0,off_by_one,proper noun,calque
如來,如来,tathāgata,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
虛妄,虚妄,vitatha,2,3,2,0.667,0.5,off_by_one,adjective,calque
受持,受持,udgrahaṇa,2,4,0,0.5,0.0,length_mismatch,verb,calque
怛薩阿竭,怛萨阿竭,tathāgata,4,4,4,1.0,0.25,exact,proper noun,calque
偈,偈,gāthā,1,2,1,0.5,1.0,off_by_one,noun,calque
供養,供养,pūjana,2,3,2,0.667,0.5,off_by_one,verb,calque
金剛般若波羅蜜經,金刚般若波罗蜜经,vajracchedikāprajñāpāramitāsūtra,8,13,0,0.615,0.0,length_mismatch,proper noun,calque
功德,功德,puṇya,2,2,2,1.0,0.5,exact,noun,calque
剎那,刹那,kṣaṇa,2,2,2,1.0,0.5,exact,noun,calque
因緣,因缘,hetupratyaya,2,5,0,0.4,0.0,length_mismatch,noun,calque
阿僧,阿僧,asaṃkhyeya,2,4,0,0.5,0.0,length_mismatch,noun,calque
合掌,合掌,añjali,2,3,2,0.667,0.5,off_by_one,verb,calque
經藏,经藏,sūtrapiṭaka,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
回向,回向,pariṇāmanā,2,5,0,0.4,0.0,length_mismatch,verb,calque
法界,法界,dharmadhātu,2,4,0,0.5,0.0,length_mismatch,noun,calque
愧,愧,apatrāpya,1,4,0,0.25,0.0,length_mismatch,noun,calque
無貪,无贪,alobha,2,3,2,0.667,0.0,off_by_one,proper noun,calque
不貪,不贪,alobha,2,3,2,0.667,0.0,off_by_one,phrase,calque
不貪欲,不贪欲,alobha,3,3,3,1.0,0.333,exact,phrase,calque
幢,幢,dhvaja,1,2,1,0.5,1.0,off_by_one,noun,calque
馱縛若,驮缚若,dhvaja,3,2,2,1.5,0.0,off_by_one,noun,calque
馱嚩若,驮嚩若,dhvaja,3,2,2,1.5,0.0,off_by_one,noun,calque
幢,幢,ketu,1,2,1,0.5,1.0,off_by_one,noun,calque
天幢,天幢,ketu,2,2,2,1.0,0.5,exact,noun,calque
剎,刹,lakṣatā,1,3,0,0.333,0.0,length_mismatch,noun,calque
剎,刹,kṣetra,1,2,1,0.5,1.0,off_by_one,noun,calque
結集,结集,saṃgīti,2,3,1,0.667,1.0,off_by_one,noun,calque
結集,结集,saṃgīti,2,3,1,0.667,1.0,off_by_one,noun,calque
相,相,lakṣaṇa,1,3,0,0.333,0.0,length_mismatch,noun,calque
相,相,nimitta,1,3,0,0.333,0.0,length_mismatch,noun,calque
相,相,liṅga,1,2,1,0.5,0.0,off_by_one,noun,calque
相,相,saṃjñā,1,2,1,0.5,1.0,off_by_one,noun,calque
住,住,tiṣṭhati,1,3,0,0.333,0.0,length_mismatch,adjective,calque
無住,无住,apratiṣṭhita,2,5,0,0.4,0.0,length_mismatch,noun,calque
空虛,空虚,svabhāvaśūnya,2,5,0,0.4,0.0,length_mismatch,noun,calque
寶藏,宝藏,ratnagarbha,2,4,0,0.5,0.0,length_mismatch,noun,calque
中阿含經,中阿含经,madhyamāgama,4,5,4,0.8,0.5,off_by_one,proper noun,calque
般若,般若,prajñā,2,2,2,1.0,0.5,exact,noun,calque
地藏,地藏,kṣitigarbha,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
頂,顶,uṣṇīṣa,1,3,0,0.333,0.0,length_mismatch,noun,calque
佛頂,佛顶,uṣṇīṣa,2,3,2,0.667,0.5,off_by_one,noun,calque
修道,修道,bhāvanāmārga,2,5,0,0.4,0.0,length_mismatch,phrase,calque
化,化,nirmita,1,3,0,0.333,0.0,length_mismatch,verb,calque
和尚,和尚,upādhyāya,2,4,0,0.5,0.0,length_mismatch,noun,calque
戒,戒,śīla,1,2,1,0.5,0.0,off_by_one,noun,calque
戒,戒,śīla,1,2,1,0.5,0.0,off_by_one,noun,calque
境界,境界,viṣaya,2,3,2,0.667,0.0,off_by_one,noun,calque
妄想,妄想,vikalpa,2,3,2,0.667,0.0,off_by_one,noun,calque
因果,因果,hetuphala,2,4,0,0.5,0.0,length_mismatch,phrase,calque
數珠,数珠,pāsakamālā,2,5,0,0.4,0.0,length_mismatch,noun,calque
毘盧如來,毘卢如来,vairocana,4,4,4,1.0,0.5,exact,proper noun,calque
緣起,缘起,pratītyasamutpāda,2,7,0,0.286,0.0,length_mismatch,noun,calque
空,空,śūnyatā,1,3,0,0.333,0.0,length_mismatch,noun,calque
五戒,五戒,pañcaśīla,2,4,0,0.5,0.0,length_mismatch,phrase,calque
戒律,戒律,śīla,2,2,2,1.0,0.5,exact,noun,calque
三法印,三法印,dharmamudrā,3,4,3,0.75,0.333,off_by_one,proper noun,calque
法身,法身,dharmakāya,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
三身,三身,trikāya,2,3,2,0.667,0.5,off_by_one,proper noun,calque
真如,真如,tathatā,2,3,2,0.667,0.0,off_by_one,noun,calque
上座部,上座部,sthaviravāda,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
法輪,法轮,dharmacakra,2,4,0,0.5,0.0,length_mismatch,noun,calque
四聖諦,四圣谛,cattāri ariyasaccāni,3,9,0,0.333,0.0,length_mismatch,phrase,calque
正見,正见,samyagdṛṣṭi,2,4,0,0.5,0.0,length_mismatch,phrase,calque
正思惟,正思惟,samyaksaṃkalpa,3,5,0,0.6,0.0,length_mismatch,phrase,calque
正業,正业,samyakkarmānta,2,5,0,0.4,0.0,length_mismatch,phrase,calque
正命,正命,samyagājīva,2,5,0,0.4,0.0,length_mismatch,phrase,calque
涅槃,涅槃,nirvāṇa,2,3,2,0.667,0.5,off_by_one,proper noun,calque
正精進,正精进,samyagvyāyāma,3,5,0,0.6,0.0,length_mismatch,phrase,calque
正念,正念,samyaksmṛti,2,4,0,0.5,0.0,length_mismatch,phrase,calque
正定,正定,samyaksamādhi,2,5,0,0.4,0.0,length_mismatch,phrase,calque
三毒,三毒,triviṣa,2,3,1,0.667,1.0,off_by_one,phrase,calque
四正勤,四正勤,catvāri prahāṇāni,3,7,0,0.429,0.0,length_mismatch,phrase,calque
受,受,vedanā,1,3,0,0.333,0.0,length_mismatch,noun,calque
四靜慮,四静虑,catvāri dhyānāni,3,6,0,0.5,0.0,length_mismatch,phrase,calque
金剛乘,金刚乘,vajrayāna,3,4,2,0.75,0.5,off_by_one,proper noun,calque
寶生佛,宝生佛,ratnasambhava,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
大日如來,大日如来,vairocana,4,4,4,1.0,0.25,exact,proper noun,calque
大日,大日,vairocana,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
佛誕,佛诞,vaiśākha,2,3,2,0.667,0.0,off_by_one,proper noun,calque
殺生,杀生,prāṇātipāta,2,5,0,0.4,0.0,length_mismatch,phrase,calque
輪回,轮回,saṃsāra,2,3,2,0.667,0.0,off_by_one,proper noun,calque
輪迴,轮迴,saṃsāra,2,3,2,0.667,0.0,off_by_one,proper noun,calque
福田,福田,puṇyakṣetra,2,4,0,0.5,0.0,length_mismatch,noun,calque
楞伽經,楞伽经,laṅkāvatārasūtra,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
楞伽,楞伽,laṅkāvatāra,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
三惡道,三恶道,try-apāya,3,3,3,1.0,0.333,exact,phrase,calque
地獄,地狱,nāraka,2,3,2,0.667,0.5,off_by_one,proper noun,calque
餓鬼,饿鬼,preta,2,2,2,1.0,0.0,exact,noun,calque
人道,人道,mānuṣa,2,3,2,0.667,0.5,off_by_one,proper noun,calque
劫,劫,kalpa,1,2,1,0.5,1.0,off_by_one,noun,calque
苦行,苦行,duṣkaracaryā,2,5,0,0.4,0.0,length_mismatch,verb,calque
目犍連,目犍连,mahāmaudgalyāyana,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
沙彌,沙弥,śrāmaṇera,2,4,0,0.5,0.0,length_mismatch,noun,calque
神通,神通,abhiññā,2,3,2,0.667,0.0,off_by_one,noun,calque
金剛持,金刚持,vajradhara,3,4,3,0.75,0.333,off_by_one,proper noun,calque
最勝,最胜,jina,2,2,2,1.0,0.5,exact,noun,calque
勝勝者,胜胜者,jina,3,2,2,1.5,0.5,off_by_one,noun,calque
觀世音,观世音,avalokiteśvara,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
一切知一切智,一切知一切智,sarvajñāta,6,4,0,1.5,0.0,length_mismatch,phrase,calque
遍知薩婆若,遍知萨婆若,sarvajñāta,5,4,4,1.25,0.25,off_by_one,phrase,calque
法尊,法尊,dharmasvāmī,2,4,0,0.5,0.0,length_mismatch,noun,calque
緣生法,缘生法,pratītyasamutpanna-dharma,3,9,0,0.333,0.0,length_mismatch,phrase,calque
妙法,妙法,saddharma,2,3,2,0.667,0.5,off_by_one,proper noun,calque
普拔,普拔,pariṇāyaka,2,5,0,0.4,0.0,length_mismatch,noun,calque
普導,普导,pariṇāyaka,2,5,0,0.4,0.0,length_mismatch,noun,calque
無二詞不二語,无二词不二语,advayavādī,6,5,5,1.2,0.2,off_by_one,phrase,calque
無二詞,无二词,advayavādī,3,5,0,0.6,0.0,length_mismatch,phrase,calque
淨飯王子,净饭王子,śauddhodani,4,4,4,1.0,0.0,exact,phrase,calque
伏調魔,伏调魔,mārajit,3,3,3,1.0,0.333,exact,phrase,calque
釋子尊,释子尊,śākyapuṅgava,3,5,0,0.6,0.0,length_mismatch,phrase,calque
普賢,普贤,samantabhadra,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
大釋子,大释子,śākyapuṅgava,3,5,0,0.6,0.0,length_mismatch,phrase,calque
擁護,拥护,goptā,2,2,2,1.0,0.0,exact,verb,calque
六根,六根,ṣaḍ-indriyāṇi,2,5,0,0.4,0.0,length_mismatch,phrase,calque
六入,六入,ṣaḍāyatana,2,5,0,0.4,0.0,length_mismatch,phrase,calque
遍主,遍主,vibhu,2,2,2,1.0,0.0,exact,noun,calque
普護,普护,viśvaṃtara,2,4,0,0.5,0.0,length_mismatch,noun,calque
諸法自在,诸法自在,sarvadharmeśvara,4,6,0,0.667,0.0,length_mismatch,phrase,calque
功德海,功德海,guṇasāgara,3,5,0,0.6,0.0,length_mismatch,phrase,calque
應護歸依處,应护归依处,śaraṇya,5,3,0,1.667,0.0,length_mismatch,phrase,calque
堪歸,堪归,śaraṇya,2,3,2,0.667,0.0,off_by_one,phrase,calque
衛護歸依,卫护归依,śaraṇa,4,3,3,1.333,0.0,off_by_one,phrase,calque
救救護,救救护,śaraṇa,3,3,3,1.0,0.0,exact,phrase,calque
說師子,说师子,vādisiṃha,3,4,3,0.75,0.333,off_by_one,phrase,calque
法師子,法师子,vādisiṃha,3,4,3,0.75,0.333,off_by_one,phrase,calque
唄,呗,pāṭha,1,2,1,0.5,1.0,off_by_one,noun,calque
懺悔,忏悔,pāpadeśanā,2,5,0,0.4,0.0,length_mismatch,noun,calque
善根,善根,kuśalamūla,2,5,0,0.4,0.0,length_mismatch,phrase,calque
福業,福业,puṇya-karma,2,4,0,0.5,0.0,length_mismatch,noun,calque
真諦,真谛,paramārtha,2,4,0,0.5,0.0,length_mismatch,noun,calque
金剛牙,金刚牙,vajradaṃṣṭra,3,4,3,0.75,0.0,off_by_one,proper noun,calque
嚩日囉能瑟吒羅,嚩日啰能瑟吒罗,vajradaṃṣṭra,7,4,0,1.75,0.0,length_mismatch,proper noun,calque
解脫,解脱,vimokṣa,2,3,2,0.667,0.0,off_by_one,noun,calque
諸法,诸法,sarvadharma,2,4,0,0.5,0.0,length_mismatch,phrase,calque
妙法蓮華經,妙法莲华经,saddharmapuṇḍarīkasūtram,5,9,0,0.556,0.0,length_mismatch,proper noun,calque
轉依,转依,āśrayaparāvṛtti,2,7,0,0.286,0.0,length_mismatch,noun,calque
實相,实相,dharmatā,2,3,2,0.667,0.0,off_by_one,phrase,calque
十二門論,十二门论,dvādaśanikāyaśāstra,4,8,0,0.5,0.0,length_mismatch,proper noun,calque
百論,百论,śataśāstra,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
佛性,佛性,buddhatva,2,3,2,0.667,0.5,off_by_one,noun,calque
極樂世界,极乐世界,sukhāvatī,4,4,4,1.0,0.25,exact,proper noun,calque
觀無量壽經,观无量寿经,*Amitāyurdhyānasūtra,5,8,0,0.625,0.0,length_mismatch,proper noun,calque
四大天王,四大天王,caturmahārāja,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
持金剛,持金刚,vajradhara,3,4,3,0.75,0.333,off_by_one,noun,calque
持金剛,持金刚,Vajrapāṇi,3,4,3,0.75,0.0,off_by_one,proper noun,calque
虛空無垢,虛空無垢,gaganāmala,4,5,4,0.8,0.5,off_by_one,proper noun,calque
虛空遊步,虛空遊步,gaganavikrama,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
虛空生,虛空生,gaganasaṃbhava,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
被雜色衣,被杂色衣,vicitrāmbaradhara,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
遍照如來,遍照如来,vairocana tathāgata,4,8,0,0.5,0.0,length_mismatch,proper noun,calque
業障,业障,karmāvaraṇa,2,5,0,0.4,0.0,length_mismatch,noun,calque
業行,业行,kṛtya,2,2,2,1.0,0.5,exact,noun,calque
祇樹,只树,jetavana,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
給孤獨園,给孤独园,anāthapiṇḍada,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
息災,息灾,śāntika,2,3,1,0.667,1.0,off_by_one,noun,calque
增長,增长,pauṣṭika,2,3,2,0.667,0.5,off_by_one,noun,calque
增長,增长,vṛdh,2,1,1,2.0,0.0,off_by_one,verb,calque
增長天,增长天,virūḍhaka,3,4,3,0.75,0.333,off_by_one,proper noun,calque
敬愛,敬爱,vaśīkaraṇa,2,5,0,0.4,0.0,length_mismatch,noun,calque
末法,末法,saddharmavipralopa,2,7,0,0.286,0.0,length_mismatch,noun,calque
降伏,降伏,abhicāra,2,4,0,0.5,0.0,length_mismatch,noun,calque
鉤召,钩召,ākarṣana,2,4,0,0.5,0.0,length_mismatch,noun,calque
佉羅騫馱,佉罗骞驮,kharaskandha,4,4,4,1.0,0.5,exact,proper noun,calque
釋提桓因,释提桓因,śakra,4,2,0,2.0,0.0,length_mismatch,proper noun,calque
佛土,佛土,buddhakṣetra,2,4,0,0.5,0.0,length_mismatch,noun,calque
有情,有情,sattva,2,2,2,1.0,0.0,exact,noun,calque
命命鳥,命命鸟,kalaviṅka,3,4,3,0.75,0.0,off_by_one,noun,calque
修單闌多,修单阑多,sūtra,4,2,0,2.0,0.0,length_mismatch,noun,calque
素呾纜,素呾缆,sūtra,3,2,2,1.5,0.5,off_by_one,noun,calque
蘇呾羅,苏呾罗,sūtra,3,2,2,1.5,0.5,off_by_one,noun,calque
一生補處,一生补处,ekajātipratibaddha,4,8,0,0.5,0.0,length_mismatch,noun,calque
發願,发愿,praṇidhāna,2,4,0,0.5,0.0,length_mismatch,verb,calque
世界,世界,lokadhātu,2,4,0,0.5,0.0,length_mismatch,noun,calque
執持,执持,dhāraṇa,2,3,1,0.667,1.0,off_by_one,verb,calque
不生,不生,anutpāda,2,4,0,0.5,0.0,length_mismatch,noun,calque
香光佛,香光佛,gandhaprabhāsa,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
縵衣,缦衣,paṭṭa,2,2,2,1.0,0.5,exact,noun,calque
六度,六度,satpāramitā,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
十力,十力,daśabala,2,4,0,0.5,0.0,length_mismatch,phrase,calque
四無所畏,四无所畏,catvāri-vaiśāradyāni,4,8,0,0.5,0.0,length_mismatch,phrase,calque
緣起法,缘起法,pratītyasamutpāda,3,7,0,0.429,0.0,length_mismatch,phrase,calque
真性,真性,tathātā,2,3,2,0.667,0.0,off_by_one,noun,calque
聲聞,声闻,śrāvaka,2,3,2,0.667,0.5,off_by_one,proper noun,calque
緣覺,缘觉,pratyekabuddha,2,5,0,0.4,0.0,length_mismatch,noun,calque
無表色,无表色,avijñaptirūpa,3,6,0,0.5,0.0,length_mismatch,noun,calque
色法,色法,rūpadharma,2,4,0,0.5,0.0,length_mismatch,noun,calque
一行三昧,一行三昧,ekavyūhasamādhi,4,7,0,0.571,0.0,length_mismatch,proper noun,calque
理入,理入,nyāyapratipanna,2,6,0,0.333,0.0,length_mismatch,phrase,calque
跪,跪,jānupāta,1,4,0,0.25,0.0,length_mismatch,verb,calque
跡,迹,pada,1,2,1,0.5,0.0,off_by_one,noun,calque
路,路,patha,1,2,1,0.5,1.0,off_by_one,noun,calque
應化,应化,nirmita,2,3,2,0.667,0.0,off_by_one,noun,calque
三界,三界,traidhātuka,2,4,0,0.5,0.0,length_mismatch,phrase,calque
四生,四生,catvāry āryasatyāni,2,7,0,0.286,0.0,length_mismatch,phrase,calque
無相,无相,animitta,2,4,0,0.5,0.0,length_mismatch,noun,calque
梵天,梵天,brahma,2,2,2,1.0,0.5,exact,proper noun,calque
成就,成就,samanvāgama,2,5,0,0.4,0.0,length_mismatch,verb,calque
成就,成就,sampanna,2,3,1,0.667,1.0,off_by_one,verb,calque
成就,成就,siddhi,2,2,2,1.0,0.5,exact,noun,calque
佛說,佛说,buddhavacana,2,5,0,0.4,0.0,length_mismatch,phrase,calque
天眼,天眼,divyacākṣus,2,4,0,0.5,0.0,length_mismatch,noun,calque
出世,出世,utpāda,2,3,2,0.667,0.0,off_by_one,verb,calque
出世,出世,lokottara,2,4,0,0.5,0.0,length_mismatch,noun,calque
說法,说法,dharmabhāṇaka,2,5,0,0.4,0.0,length_mismatch,verb,calque
十地,十地,daśabhūmi,2,4,0,0.5,0.0,length_mismatch,phrase,calque
捨離,舍离,parityajati,2,5,0,0.4,0.0,length_mismatch,verb,calque
法門,法门,dharmaparyāya,2,5,0,0.4,0.0,length_mismatch,noun,calque
相續,相续,saṃtati,2,3,1,0.667,1.0,off_by_one,noun,calque
居士,居士,upasaka,2,4,0,0.5,0.0,length_mismatch,noun,calque
沙彌尼,沙弥尼,śrāmaṇerikā,3,5,0,0.6,0.0,length_mismatch,noun,calque
器世間,器世间,bhājanaloka,3,5,0,0.6,0.0,length_mismatch,noun,calque
色身,色身,rūpakāya,2,4,0,0.5,0.0,length_mismatch,noun,calque
執著,执着,abhiniveśa,2,5,0,0.4,0.0,length_mismatch,noun,calque
大,大,mahābhūta,1,4,0,0.25,0.0,length_mismatch,noun,calque
開示,开示,prakāśanā,2,4,0,0.5,0.0,length_mismatch,verb,calque
八苦,八苦,aṣṭaduḥkha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
了別,了别,vijānāti,2,4,0,0.5,0.0,length_mismatch,phrase,calque
音聲,音声,kolāhala,2,4,0,0.5,0.0,length_mismatch,noun,calque
果報,果报,vipāka,2,3,2,0.667,0.5,off_by_one,noun,calque
業因,业因,karmahetu,2,4,0,0.5,0.0,length_mismatch,noun,calque
業報,业报,karmaphala,2,4,0,0.5,0.0,length_mismatch,noun,calque
戒刀,戒刀,śastraka,2,3,2,0.667,0.0,off_by_one,noun,calque
罪業,罪业,nigha,2,2,2,1.0,0.5,exact,noun,calque
善法,善法,kuśalā-dharmā,2,5,0,0.4,0.0,length_mismatch,phrase,calque
根本無明,根本无明,mūlāvidyā,4,4,4,1.0,0.0,exact,phrase,calque
智慧,智慧,jñāna,2,2,2,1.0,0.0,exact,noun,calque
中道,中道,madhyamāpratipad,2,6,0,0.333,0.0,length_mismatch,noun,calque
佛子,佛子,buddhaputra,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
最勝子,最胜子,jinaputra,3,4,2,0.75,0.5,off_by_one,noun,calque
守門尊,守门尊,dvārapāla,3,4,3,0.75,0.333,off_by_one,noun,calque
懈怠,懈怠,kausīdya,2,3,2,0.667,0.5,off_by_one,noun,calque
死魔,死魔,mṛtyumāra,2,4,0,0.5,0.0,length_mismatch,phrase,calque
對治,对治,pratipakṣa,2,4,0,0.5,0.0,length_mismatch,noun,calque
通,通,ṛddhi,1,2,1,0.5,1.0,off_by_one,noun,calque
輕安,轻安,praśrabdhi,2,3,2,0.667,0.5,off_by_one,noun,calque
攝受,摄受,parigraha,2,4,0,0.5,0.0,length_mismatch,verb,calque
天神,天神,devatā,2,3,2,0.667,0.5,off_by_one,noun,calque
不信,不信,āśraddhya,2,3,2,0.667,0.5,off_by_one,noun,calque
放逸,放逸,pramāda,2,3,2,0.667,0.5,off_by_one,noun,calque
我執,我执,ātmagraha,2,4,0,0.5,0.0,length_mismatch,noun,calque
我見,我见,ātmadṛṣṭi,2,4,0,0.5,0.0,length_mismatch,phrase,calque
戒定慧,戒定慧,triśikṣā,3,3,3,1.0,0.0,exact,phrase,calque
無漏,无漏,anāsrava,2,4,0,0.5,0.0,length_mismatch,adjective,calque
降魔,降魔,mārābhibhu,2,4,0,0.5,0.0,length_mismatch,verb,calque
欲界,欲界,kāmadhātu,2,4,0,0.5,0.0,length_mismatch,phrase,calque
大乘起信論,大乘起信论,Mahāyānaśraddhotpādaśāstra,5,10,0,0.5,0.0,length_mismatch,proper noun,calque
色界,色界,rūpadhātu,2,4,0,0.5,0.0,length_mismatch,phrase,calque
無色界,无色界,ārūpyadhātu,3,5,0,0.6,0.0,length_mismatch,phrase,calque
有身見,有身见,satkāyadṛṣṭi,3,5,0,0.6,0.0,length_mismatch,noun,calque
邊見,边见,antagrāhadṛṣṭi,2,6,0,0.333,0.0,length_mismatch,noun,calque
邪見,邪见,mithyādṛṣṭi,2,4,0,0.5,0.0,length_mismatch,noun,calque
戒禁取見,戒禁取见,śilavrataparāmarśa,4,8,0,0.5,0.0,length_mismatch,noun,calque
見取見,见取见,dṛṣṭiparāmarśa,3,6,0,0.5,0.0,length_mismatch,phrase,calque
聖智,圣智,āryajñāna,2,4,0,0.5,0.0,length_mismatch,noun,calque
悟入,悟入,avatīrṇa,2,4,0,0.5,0.0,length_mismatch,phrase,calque
聽聞,听闻,śravaṇa,2,3,2,0.667,0.0,off_by_one,noun,calque
無礙,无碍,apratihata,2,5,0,0.4,0.0,length_mismatch,adjective,calque
教化,教化,avavāda,2,4,0,0.5,0.0,length_mismatch,verb,calque
禁戒,禁戒,saṃyama,2,3,2,0.667,0.0,off_by_one,noun,calque
信解,信解,adhimukti,2,4,0,0.5,0.0,length_mismatch,noun,calque
維摩詰,维摩诘,vimalakīrti,3,5,0,0.6,0.0,length_mismatch,proper noun,calque
維摩,维摩,vimalakīrti,2,5,0,0.4,0.0,length_mismatch,proper noun,calque
