trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
雲自在,云自在,meghasvaradīpa,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
雲自在王,云自在王,meghasvararāja,4,6,0,0.667,0.0,length_mismatch,proper noun,calque
壞一切世間怖畏,坏一切世间怖畏,sarvalokabhayacchambhitatvavidhvaṃsanakara,7,16,0,0.438,0.0,length_mismatch,proper noun,calque
城,城,nagara,1,3,0,0.333,0.0,length_mismatch,noun,calque
別,别,anya,1,2,1,0.5,0.0,off_by_one,adverb,calque
化作,化作,nirmā,2,2,2,1.0,0.0,exact,verb,calque
庵摩羅果,庵摩罗果,āmra,4,2,0,2.0,0.0,length_mismatch,noun,calque
宛,宛,valita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
傘蓋,伞盖,chattra,2,2,2,1.0,0.0,exact,noun,calque
到,到,upagati,1,4,0,0.25,0.0,length_mismatch,verb,calque
褫落,褫落,viśīrṇa,2,3,2,0.667,0.5,off_by_one,phrase,calque
幢幡,幢幡,dhvaja,2,2,2,1.0,0.5,exact,noun,calque
外道,外道,tīrthika,2,3,1,0.667,1.0,off_by_one,noun,calque
制,制,prajñāpti,1,3,0,0.333,0.0,length_mismatch,noun,calque
叉,叉,śūla,1,2,1,0.5,0.0,off_by_one,noun,calque
券,券,pattra,1,2,1,0.5,0.0,off_by_one,noun,calque
言,言,vacana,1,3,0,0.333,0.0,length_mismatch,noun,calque
言,言,√vad,1,1,1,1.0,0.0,exact,verb,calque
汝,汝,bhavat,1,2,1,0.5,0.0,off_by_one,pronoun,calque
退還,退还,nivṛt,2,2,2,1.0,0.5,exact,verb,calque
快,快,sukha,1,2,1,0.5,1.0,off_by_one,adjective,calque
快,快,āśu,1,2,1,0.5,0.0,off_by_one,adjective,calque
眾人,众人,bāhujanya,2,4,0,0.5,0.0,length_mismatch,noun,calque
盋曇摩華,盋昙摩华,padma,4,2,0,2.0,0.0,length_mismatch,noun,calque
赤蓮華,赤莲华,padma,3,2,2,1.5,0.5,off_by_one,noun,calque
刺,刺,kaṇṭaka,1,3,0,0.333,0.0,length_mismatch,noun,calque
刻,刻,nālikā,1,3,0,0.333,0.0,length_mismatch,noun,calque
察,察,vicita,1,3,0,0.333,0.0,length_mismatch,verb,calque
剃,剃,chid,1,1,1,1.0,0.0,exact,verb,calque
鉢特忙華,钵特忙华,padma,4,2,0,2.0,0.0,length_mismatch,noun,calque
則,则,atha,1,2,1,0.5,0.0,off_by_one,conjunction,calque
從,从,upādāya,1,4,0,0.25,0.0,length_mismatch,adverb,calque
聞,闻,śruta,1,2,1,0.5,0.0,off_by_one,verb,calque
暗冥,暗冥,andha,2,2,2,1.0,0.5,exact,phrase,calque
削,削,apakarṣa,1,4,0,0.25,0.0,length_mismatch,verb,calque
擇,择,pravicāra,1,4,0,0.25,0.0,length_mismatch,noun,calque
充遍,充遍,sphuṭa,2,2,2,1.0,0.5,exact,verb,calque
圓,圆,parimaṇḍala,1,5,0,0.2,0.0,length_mismatch,adjective,calque
圓,圆,paripūrṇa,1,4,0,0.25,0.0,length_mismatch,adjective,calque
前,前,pūrva,1,2,1,0.5,0.0,off_by_one,adjective,calque
齋,斋,upavāsa,1,4,0,0.25,0.0,length_mismatch,noun,calque
剖,剖,bhid,1,1,1,1.0,1.0,exact,verb,calque
充洽,充洽,tarpyati,2,3,2,0.667,0.5,off_by_one,phrase,calque
剛,刚,bāḍha,1,2,1,0.5,1.0,off_by_one,adjective,calque
充潤,充润,saṃtarpayati,2,5,0,0.4,0.0,length_mismatch,phrase,calque
念,念,citta,1,2,1,0.5,1.0,off_by_one,noun,calque
拔,拔,luñcana,1,3,0,0.333,0.0,length_mismatch,verb,calque
拔出,拔出,pramocayati,2,5,0,0.4,0.0,length_mismatch,verb,calque
菴婆羅女,菴婆罗女,āmrapālī,4,4,4,1.0,0.5,exact,proper noun,calque
菴摩羅女,菴摩罗女,āmrapālī,4,4,4,1.0,0.5,exact,proper noun,calque
菴沒羅女,菴沒罗女,āmrapālī,4,4,4,1.0,0.5,exact,proper noun,calque
菴樹女,菴树女,āmrapālī,3,4,3,0.75,0.333,off_by_one,proper noun,calque
㮈女,㮈女,āmrapālī,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
緣,缘,pratyaya,1,3,0,0.333,0.0,length_mismatch,noun,calque
奈女,奈女,āmrapālī,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
啞瞇哩打,哑眯哩打,amṛta,4,3,3,1.333,0.333,off_by_one,noun,calque
剪,剪,chinna,1,2,1,0.5,1.0,off_by_one,verb,calque
愁惱,愁恼,śoka,2,2,2,1.0,0.0,exact,noun,calque
愁,愁,śoka,1,2,1,0.5,0.0,off_by_one,noun,calque
宅,宅,gṛha,1,2,1,0.5,0.0,off_by_one,noun,calque
合,合,saṃyoga,1,3,0,0.333,0.0,length_mismatch,verb,calque
唯,唯,eva,1,2,1,0.5,1.0,off_by_one,adverb,calque
知,知,√jñā,1,1,1,1.0,0.0,exact,verb,calque
福愛,福爱,anabhraka,2,4,0,0.5,0.0,length_mismatch,noun,calque
爾,尔,atha khalu,1,4,0,0.25,0.0,length_mismatch,adverb,calque
爾時,尔时,atha khalu,2,4,0,0.5,0.0,length_mismatch,phrase,calque
說,说,vāda,1,2,1,0.5,0.0,off_by_one,verb,calque
歎,歎,abhiṣṭuta,1,4,0,0.25,0.0,length_mismatch,verb,calque
精勤,精勤,abhiyukta,2,4,0,0.5,0.0,length_mismatch,adjective,calque
助,助,samavadhāna,1,5,0,0.2,0.0,length_mismatch,verb,calque
數,数,saṃkhyā,1,2,1,0.5,1.0,off_by_one,noun,calque
書,书,lekha,1,2,1,0.5,0.0,off_by_one,noun,calque
如,如,tathā,1,2,1,0.5,0.0,off_by_one,verb,calque
孝,孝,vaśya,1,2,1,0.5,0.0,off_by_one,verb,calque
如,如,iva,1,2,1,0.5,1.0,off_by_one,verb,calque
錫,锡,khakkhara,1,3,0,0.333,0.0,length_mismatch,noun,calque
副,副,gauṇa,1,2,1,0.5,0.0,off_by_one,adjective,calque
割,割,chid,1,1,1,1.0,1.0,exact,verb,calque
得,得,prāpta,1,2,1,0.5,1.0,off_by_one,verb,calque
傴和抅舍羅,伛和拘舍罗,upāya-kauśalya,5,6,4,0.833,0.5,off_by_one,noun,calque
創,创,pūrvaka,1,3,0,0.333,0.0,length_mismatch,adjective,calque
食,食,bhakṣa,1,2,1,0.5,1.0,off_by_one,noun,calque
烏波野,乌波野,upāya-kauśalya,3,6,0,0.5,0.0,length_mismatch,noun,calque
姟,姟,nayuta,1,3,0,0.333,0.0,length_mismatch,noun,calque
水中月,水中月,udakacandra,3,5,0,0.6,0.0,length_mismatch,phrase,calque
如幻喻,如幻喻,aṣṭamāyopamā,3,6,0,0.5,0.0,length_mismatch,phrase,calque
劇,剧,khara,1,2,1,0.5,1.0,off_by_one,adjective,calque
籌量,筹量,tul,2,1,1,2.0,1.0,off_by_one,verb,calque
籌,筹,śalākā,1,3,0,0.333,0.0,length_mismatch,noun,calque
柴,柴,indhana,1,3,0,0.333,0.0,length_mismatch,noun,calque
容,容,avakāśa,1,4,0,0.25,0.0,length_mismatch,verb,calque
野馬,野马,marīci,2,3,1,0.667,1.0,off_by_one,noun,calque
劍,剑,khaḍga,1,2,1,0.5,1.0,off_by_one,noun,calque
陽焰,阳焰,marīci,2,3,2,0.667,0.0,off_by_one,noun,calque
力,力,bala,1,2,1,0.5,1.0,off_by_one,noun,calque
實,实,tattva,1,2,1,0.5,0.0,off_by_one,noun,calque
加,加,adhiṣṭhā,1,3,0,0.333,0.0,length_mismatch,verb,calque
般羅若波羅蜜,般罗若波罗蜜,prajñāpāramitā,6,6,6,1.0,0.167,exact,noun,calque
寬,宽,pariṇāha,1,4,0,0.25,0.0,length_mismatch,adjective,calque
象寶,象宝,hastiratna,2,4,0,0.5,0.0,length_mismatch,noun,calque
馬寶,马宝,aśvaratna,2,4,0,0.5,0.0,length_mismatch,noun,calque
主藏臣寶,主藏臣宝,gṛhapatiratnam,4,6,0,0.667,0.0,length_mismatch,noun,calque
七寶,七宝,saptaratna,2,4,0,0.5,0.0,length_mismatch,phrase,calque
劣,劣,dīna,1,2,1,0.5,1.0,off_by_one,adjective,calque
二食,二食,dvāvāhārau,2,4,0,0.5,0.0,length_mismatch,phrase,calque
法喜食,法喜食,dharma-prīti-āhāra,3,7,0,0.429,0.0,length_mismatch,phrase,calque
瓦,瓦,iṣṭakā,1,3,0,0.333,0.0,length_mismatch,noun,calque
瓦,瓦,mṛnmaya,1,3,0,0.333,0.0,length_mismatch,noun,calque
那囉,那啰,nara,2,2,2,1.0,0.5,exact,noun,calque
人間,人间,manuṣya,2,3,2,0.667,0.5,off_by_one,noun,calque
末,末,na,1,1,1,1.0,0.0,exact,adverb,calque
末,末,anāgata,1,4,0,0.25,0.0,length_mismatch,adjective,calque
摩舍喃,摩舍喃,manuṣya,3,3,3,1.0,0.333,exact,noun,calque
助,助,sāhāyya,1,3,0,0.333,0.0,length_mismatch,noun,calque
劬,劬,klamatha,1,3,0,0.333,0.0,length_mismatch,noun,calque
德,德,puṇya,1,2,1,0.5,1.0,off_by_one,noun,calque
德,德,guṇa,1,2,1,0.5,1.0,off_by_one,noun,calque
這,这,ayam,1,2,1,0.5,0.0,off_by_one,pronoun,calque
杻械,杻械,haḍi-nigaḍa,2,5,0,0.4,0.0,length_mismatch,noun,calque
勇,勇,śūra,1,2,1,0.5,0.0,off_by_one,noun,calque
禪悅食,禅悦食,dhyānaprītyāhāra,3,6,0,0.5,0.0,length_mismatch,phrase,calque
大神通,大神通,mahābhijñā,3,4,3,0.75,0.0,off_by_one,phrase,calque
動,动,kampita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
實際,实际,bhūtakoṭi,2,4,0,0.5,0.0,length_mismatch,noun,calque
勘,勘,yukta,1,2,1,0.5,1.0,off_by_one,adjective,calque
志,志,adhyāśaya,1,4,0,0.25,0.0,length_mismatch,noun,calque
勞,劳,śrama,1,2,1,0.5,1.0,off_by_one,noun,calque
貝支迦,貝支迦,pratyekabuddha,3,5,0,0.6,0.0,length_mismatch,noun,calque
辟支,辟支,pratyekabuddha,2,5,0,0.4,0.0,length_mismatch,noun,calque
校計,校计,tul,2,1,1,2.0,0.0,off_by_one,verb,calque
忠,忠,ṛju,1,2,1,0.5,0.0,off_by_one,adjective,calque
方便善巧,方便善巧,upāyakauśalya,4,6,0,0.667,0.0,length_mismatch,noun,calque
菩薩十地,菩萨十地,daśabhūmi,4,4,4,1.0,0.5,exact,proper noun,calque
本際,本际,bhūtakoṭi,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
思,思,cetanā,1,3,0,0.333,0.0,length_mismatch,noun,calque
思,思,cintā,1,2,1,0.5,1.0,off_by_one,noun,calque
阿毘跋致,阿毘跋致,avivaha,4,4,4,1.0,0.25,exact,adjective,calque
笑,笑,hāsyam,1,2,1,0.5,1.0,off_by_one,adjective,calque
必定,必定,niyata,2,3,1,0.667,1.0,off_by_one,proper noun,calque
多安隱,多安隐,kshamottama,3,4,2,0.75,0.5,off_by_one,proper noun,calque
安隱,安隐,kṣema,2,2,2,1.0,0.0,exact,adjective,calque
恆,恒,nitya,1,2,1,0.5,0.0,off_by_one,adjective,calque
恆,恒,gaṅgā,1,2,1,0.5,1.0,off_by_one,proper noun,calque
喜上,喜上,nandottama,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
不可得,不可得,alabhya,3,3,3,1.0,0.0,exact,phrase,calque
恕,恕,marṣita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
恩,恩,upakāra,1,4,0,0.25,0.0,length_mismatch,noun,calque
悟,悟,bodha,1,2,1,0.5,1.0,off_by_one,adjective,calque
歡喜,欢喜,prīti,2,2,2,1.0,0.0,exact,noun,calque
善淨,善净,suviśuddhā,2,4,0,0.5,0.0,length_mismatch,noun,calque
賢上,贤上,bhadrottama,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
壽命,寿命,āyuṣpramāṇa,2,5,0,0.4,0.0,length_mismatch,noun,calque
壽,寿,āyus,1,2,1,0.5,1.0,off_by_one,noun,calque
阿毘跋致菩薩,阿毘跋致菩萨,avinivartanïya bodhisattva,6,10,0,0.6,0.0,length_mismatch,adjective,calque
一心,一心,ekacitta,2,4,0,0.5,0.0,length_mismatch,adjective,calque
三昧身,三昧身,samādhiskanda,3,5,0,0.6,0.0,length_mismatch,phrase,calque
勒,勒,prayatna,1,3,0,0.333,0.0,length_mismatch,noun,calque
覺意,觉意,bodhyaṅga,2,3,2,0.667,0.5,off_by_one,phrase,calque
醜陋,丑陋,durvarṇa,2,3,1,0.667,1.0,off_by_one,adjective,calque
醜,丑,durvarṇa,1,3,0,0.333,0.0,length_mismatch,adjective,calque
三千大國土,三千大国土,tri-sāhasra-mahā-sāhasra-loka-dhatū,5,13,0,0.385,0.0,length_mismatch,phrase,calque
三合十二法輪,三合十二法伦,triparivartadvādaśākāra,6,10,0,0.6,0.0,length_mismatch,phrase,calque
不想天,不想天,nirviśaṣa-deva,3,6,0,0.5,0.0,length_mismatch,phrase,calque
五空澤,五空泽,pañca-kāma-guṇa,3,6,0,0.5,0.0,length_mismatch,phrase,calque
惠,惠,mati,1,2,1,0.5,0.0,off_by_one,noun,calque
慎,慎,gaurava,1,3,0,0.333,0.0,length_mismatch,adjective,calque
五旬,五旬,pañcābhijñā,2,4,0,0.5,0.0,length_mismatch,phrase,calque
勸,劝,samādāpana,1,5,0,0.2,0.0,length_mismatch,noun,calque
五空澤問我樂,五空泽问我乐,pañca-kāma-guṇa,6,6,6,1.0,0.5,exact,phrase,calque
五逆惡,五逆恶,pañca-ānantarya-karma,3,8,0,0.375,0.0,length_mismatch,phrase,calque
樂,乐,sukhā,1,2,1,0.5,1.0,off_by_one,noun,calque
正,正,nyāya,1,2,1,0.5,1.0,off_by_one,noun,calque
五通,五通,pañca-abhijnā,2,5,0,0.4,0.0,length_mismatch,phrase,calque
解脫蘊,解脱蕴,vimuktiskanda,3,5,0,0.6,0.0,length_mismatch,phrase,calque
佛樹,佛树,bodhi-maṇḍa,2,4,0,0.5,0.0,length_mismatch,phrase,calque
優那拘泥摩,优那拘泥摩,avakīrṇakusuma,5,7,0,0.714,0.0,length_mismatch,proper noun,calque
淡,淡,kaṣāya,1,3,0,0.333,0.0,length_mismatch,noun,calque
源,源,ākara,1,3,0,0.333,0.0,length_mismatch,noun,calque
募,募,samutthāna,1,4,0,0.25,0.0,length_mismatch,verb,calque
六衰,六衰,ṣaḍ-indriya,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
勢,势,sthāman,1,2,1,0.5,1.0,off_by_one,noun,calque
臭穢,臭秽,durgandha,2,3,2,0.667,0.5,off_by_one,phrase,calque
臭,臭,durgandha,1,3,0,0.333,0.0,length_mismatch,adjective,calque
丹愚人,丹愚人,bāla-pṛthag-jana,3,6,0,0.5,0.0,length_mismatch,proper noun,calque
長阿鋡經,长阿鋡经,dīrghāgama,4,4,4,1.0,0.5,exact,proper noun,calque
潛,潜,adṛśya,1,3,0,0.333,0.0,length_mismatch,adjective,calque
不還,不还,anāgāmin,2,4,0,0.5,0.0,length_mismatch,phrase,calque
勾,勾,aṅkuśa,1,3,0,0.333,0.0,length_mismatch,noun,calque
善學,善学,suśikṣita,2,4,0,0.5,0.0,length_mismatch,phrase,calque
小法,小法,hīnayāna,2,4,0,0.5,0.0,length_mismatch,phrase,calque
畏,畏,bhaya,1,2,1,0.5,1.0,off_by_one,noun,calque
捨家,舍家,pravrajita,2,4,0,0.5,0.0,length_mismatch,verb,calque
勿,勿,na,1,1,1,1.0,0.0,exact,adverb,calque
甚,什,bhṛśam,1,2,1,0.5,1.0,off_by_one,adverb,calque
度,度,mokṣa,1,2,1,0.5,0.0,off_by_one,verb,calque
捨家棄欲,舍家弃欲,pravrajita,4,4,4,1.0,0.0,exact,phrase,calque
北,北,uttara,1,3,0,0.333,0.0,length_mismatch,noun,calque
出入息利,出入息利,prayoga,4,3,2,1.333,0.5,off_by_one,phrase,calque
瞻,瞻,darśana,1,3,0,0.333,0.0,length_mismatch,verb,calque
瑞,瑞,prātihārya,1,4,0,0.25,0.0,length_mismatch,noun,calque
懈,懈,alasa,1,3,0,0.333,0.0,length_mismatch,adjective,calque
漸,渐,anupūrva,1,4,0,0.25,0.0,length_mismatch,adverb,calque
少欲知足,少欲知足,alpeccha-saṃtuṣṭa,4,6,0,0.667,0.0,length_mismatch,phrase,calque
少欲,少欲,alpeccha,2,3,1,0.667,1.0,off_by_one,phrase,calque
少,少,alpa,1,2,1,0.5,0.0,off_by_one,adjective,calque
匙,匙,kalācika,1,4,0,0.25,0.0,length_mismatch,noun,calque
出現,出现,udaya,2,3,2,0.667,0.0,off_by_one,verb,calque
湛,湛,śānta,1,2,1,0.5,1.0,off_by_one,adjective,calque
自覺,自觉,pratyātma-vedya,2,5,0,0.4,0.0,length_mismatch,phrase,calque
自,自,sva,1,1,1,1.0,1.0,exact,pronoun,calque
自,自,ātman,1,2,1,0.5,1.0,off_by_one,noun,calque
燕坐,燕坐,pratisaṃlayana,2,6,0,0.333,0.0,length_mismatch,verb,calque
匠,匠,karmāra,1,3,0,0.333,0.0,length_mismatch,noun,calque
懺,忏,kṣamayati,1,4,0,0.25,0.0,length_mismatch,verb,calque
前,前,mukha,1,2,1,0.5,0.0,off_by_one,adjective,calque
悔過自責,悔过自责,deśayāmo,4,4,4,1.0,0.25,exact,phrase,calque
悔,悔,deśayati,1,4,0,0.25,0.0,length_mismatch,verb,calque
匱,匮,parihīṇa,1,4,0,0.25,0.0,length_mismatch,adjective,calque
除疑意,除疑意,vimatisamudghāṭī,3,7,0,0.429,0.0,length_mismatch,proper noun,calque
闡,阐,deśayati,1,4,0,0.25,0.0,length_mismatch,verb,calque
謂,谓,iti,1,2,1,0.5,1.0,off_by_one,pronoun,calque
究竟,究竟,pariniṣṭhita,2,5,0,0.4,0.0,length_mismatch,noun,calque
究,究,pāraṃgata,1,4,0,0.25,0.0,length_mismatch,noun,calque
足,足,pāda,1,2,1,0.5,0.0,off_by_one,noun,calque
足,足,tṛpta,1,2,1,0.5,0.0,off_by_one,adjective,calque
友,友,mitra,1,2,1,0.5,0.0,off_by_one,noun,calque
家,家,gṛha,1,2,1,0.5,1.0,off_by_one,noun,calque
升,升,rūḍha,1,2,1,0.5,0.0,off_by_one,verb,calque
美,美,sundara,1,3,0,0.333,0.0,length_mismatch,adjective,calque
美,美,madhura,1,3,0,0.333,0.0,length_mismatch,adjective,calque
除愈,除愈,parimuc,2,3,2,0.667,0.0,off_by_one,phrase,calque
梵世,梵世,brahmaloka,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
無價,无价,anargha,2,3,2,0.667,0.5,off_by_one,adjective,calque
起,起,utthāna,1,3,0,0.333,0.0,length_mismatch,verb,calque
遊,遊,bhrāma,1,2,1,0.5,0.0,off_by_one,verb,calque
半,半,ardha,1,2,1,0.5,0.0,off_by_one,noun,calque
半,半,pan,1,1,1,1.0,1.0,exact,noun,calque
楚毒,楚毒,sudāruṇa,2,4,0,0.5,0.0,length_mismatch,phrase,calque
諂,谄,śāṭhya,1,2,1,0.5,1.0,off_by_one,verb,calque
金剛三昧,金刚三昧,vajropamasamādhi,4,7,0,0.571,0.0,length_mismatch,noun,calque
謙,谦,praṇata,1,3,0,0.333,0.0,length_mismatch,adjective,calque
樂苦,乐苦,sukha-duḥkha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
金剛喻三摩地,金刚三摩地,vajropamasamādhi,6,7,6,0.857,0.5,off_by_one,noun,calque
金剛滅定,金刚滅定,vajropamasamādhi,4,7,0,0.571,0.0,length_mismatch,noun,calque
頂三昧,顶三昧,vajropamasamādhi,3,7,0,0.429,0.0,length_mismatch,noun,calque
他國,他国,para-cakra,2,4,0,0.5,0.0,length_mismatch,phrase,calque
國,国,janapada,1,4,0,0.25,0.0,length_mismatch,noun,calque
衣食,衣食,āhāra-cīvara,2,6,0,0.333,0.0,length_mismatch,phrase,calque
勤力,勤力,vyāyāma,2,3,2,0.667,0.0,off_by_one,noun,calque
金剛喻心,金刚喻心,vajropamasamādhi,4,7,0,0.571,0.0,length_mismatch,noun,calque
親友,亲友,mitram,2,2,2,1.0,0.0,exact,noun,calque
親,亲,jñāti,1,2,1,0.5,1.0,off_by_one,adjective,calque
何為,何为,kim,2,1,1,2.0,1.0,off_by_one,adverb,calque
此,此,etad,1,2,1,0.5,0.0,off_by_one,pronoun,calque
貿易,贸易,parivarta,2,4,0,0.5,0.0,length_mismatch,verb,calque
卉,卉,tṛṇa,1,2,1,0.5,0.0,off_by_one,noun,calque
山海慧自在通王,山海慧自在通王,sāgaravaradharabuddhivikrīḍitābhijña,7,15,0,0.467,0.0,length_mismatch,proper noun,calque
山,山,giri,1,2,1,0.5,0.0,off_by_one,noun,calque
海,海,sāgara,1,3,0,0.333,0.0,length_mismatch,noun,calque
常立勝幡,常立胜幡,anavanāmitavaijayantī,4,10,0,0.4,0.0,length_mismatch,proper noun,calque
妙音遍滿,妙音遍满,manojñaśabdābhigarjita,4,9,0,0.444,0.0,length_mismatch,proper noun,calque
卑,卑,hīna,1,2,1,0.5,0.0,off_by_one,adjective,calque
椽,椽,stambha,1,2,1,0.5,1.0,off_by_one,noun,calque
長,长,dīrgha,1,2,1,0.5,1.0,off_by_one,adjective,calque
靜,静,śānta,1,2,1,0.5,1.0,off_by_one,adjective,calque
頌,颂,gāthā,1,2,1,0.5,1.0,off_by_one,noun,calque
鵝王,鹅王,haṃsaraja,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
卒,卒,akasmāt,1,3,0,0.333,0.0,length_mismatch,verb,calque
擇滅,择灭,pratisaṃkhyā-nirodha,2,7,0,0.286,0.0,length_mismatch,phrase,calque
常勤,常勤,pratipanna,2,4,0,0.5,0.0,length_mismatch,verb,calque
南,南,dakṣiṇā,1,3,0,0.333,0.0,length_mismatch,noun,calque
船舫,船舫,pota,2,2,2,1.0,0.0,exact,noun,calque
船,船,nau,1,1,1,1.0,0.0,exact,noun,calque
一面,一面,ekānta,2,3,2,0.667,0.5,off_by_one,noun,calque
蹈七寳華,蹈七寳华,saptaratnapadmavikrāntagāmin,4,11,0,0.364,0.0,length_mismatch,proper noun,calque
蹈,蹈,vikrāntagāmin,1,5,0,0.2,0.0,length_mismatch,verb,calque
博,博,vipula,1,3,0,0.333,0.0,length_mismatch,adjective,calque
危,危,viṣama,1,3,0,0.333,0.0,length_mismatch,adjective,calque
卻,却,niṣkāsana,1,4,0,0.25,0.0,length_mismatch,adjective,calque
紅,红,lohita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
紅色,红色,lohitam,2,3,2,0.667,0.5,off_by_one,noun,calque
父,父,pitā,1,2,1,0.5,1.0,off_by_one,noun,calque
弟,弟,śiṣya,1,2,1,0.5,0.0,off_by_one,noun,calque
弟,弟,kanīyān bhrātā,1,5,0,0.2,0.0,length_mismatch,noun,calque
弟子,弟子,śiṣyaḥ,2,2,2,1.0,0.5,exact,noun,calque
卵,卵,aṇḍa,1,2,1,0.5,1.0,off_by_one,noun,calque
瘡,疮,vraṇa,1,2,1,0.5,1.0,off_by_one,noun,calque
惜,惜,spṛhā,1,2,1,0.5,1.0,off_by_one,verb,calque
無量意,无量意,anantamati,3,5,0,0.6,0.0,length_mismatch,phrase,calque
卷,卷,veṣṭita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
巻,巻,veṣṭita,1,3,0,0.333,0.0,length_mismatch,adjective,calque
感,感,vedanīya,1,4,0,0.25,0.0,length_mismatch,verb,calque
五眾,五众,pañcaskandha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
五聚,五聚,pañcaskandha,2,4,0,0.5,0.0,length_mismatch,phrase,calque
繒蓋,缯盖,cīvaracchatra,2,5,0,0.4,0.0,length_mismatch,phrase,calque
燒香,烧香,cūrṇa,2,2,2,1.0,0.5,exact,noun,calque
燒香,烧香,dhūpa,2,2,2,1.0,0.0,exact,verb,calque
燒,烧,√dah,1,1,1,1.0,0.0,exact,verb,calque
燒,烧,havana,1,3,0,0.333,0.0,length_mismatch,noun,calque
即,即,eva,1,2,1,0.5,0.0,off_by_one,adverb,calque
即是,即是,yad idam,2,3,1,0.667,1.0,off_by_one,adverb,calque
即時,即时,tāvat,2,2,2,1.0,0.0,exact,adverb,calque
床臥,床卧,śayanāsana,2,5,0,0.4,0.0,length_mismatch,noun,calque
床,床,mañca,1,2,1,0.5,0.0,off_by_one,noun,calque
床,床,pīṭha,1,2,1,0.5,1.0,off_by_one,noun,calque
床坐,床坐,pīṭha,2,2,2,1.0,0.0,exact,noun,calque
障,障,āvaraṇa,1,4,0,0.25,0.0,length_mismatch,noun,calque
慚愧,惭愧,apatrāpya,2,4,0,0.5,0.0,length_mismatch,noun,calque
無量門,无量门,ananta-mukha,3,5,0,0.6,0.0,length_mismatch,phrase,calque
莊嚴具,庄严具,alaṃkāra,3,4,3,0.75,0.333,off_by_one,noun,calque
養育者,养育者,poṣa,3,2,2,1.5,0.5,off_by_one,phrase,calque
敬,敬,gaurava,1,3,0,0.333,0.0,length_mismatch,noun,calque
厄,厄,vyasana,1,3,0,0.333,0.0,length_mismatch,noun,calque
床座,床座,āsana,2,3,2,0.667,0.0,off_by_one,noun,calque
垂布,垂布,abhipralambita,2,6,0,0.333,0.0,length_mismatch,phrase,calque
垂,垂,avalambana,1,5,0,0.2,0.0,length_mismatch,verb,calque
場,场,maṇḍa,1,2,1,0.5,1.0,off_by_one,noun,calque
法師,法师,dharmabhāṇaka,2,5,0,0.4,0.0,length_mismatch,noun,calque
養,养,poṣa,1,2,1,0.5,0.0,off_by_one,adjective,calque
養育,养育,poṣa,2,2,2,1.0,0.0,exact,verb,calque
酥哩踰捺野,酥哩踰捺野,sūrya,5,2,0,2.5,0.0,length_mismatch,foreign,calque
厚,厚,ghanam,1,2,1,0.5,1.0,off_by_one,adjective,calque
欲漏,欲漏,kāmāsrava,2,4,0,0.5,0.0,length_mismatch,phrase,calque
廁,厕,kūpa,1,2,1,0.5,0.0,off_by_one,noun,calque
無明漏,无明漏,avidyāsrava,3,5,0,0.6,0.0,length_mismatch,phrase,calque
見漏,见漏,dṛṣṭyāsrava,2,4,0,0.5,0.0,length_mismatch,phrase,calque
捶打,捶打,tāḍana,2,3,1,0.667,1.0,off_by_one,phrase,calque
捶,捶,hata,1,2,1,0.5,0.0,off_by_one,verb,calque
法忍,法忍,dharma-kṣānti,2,4,0,0.5,0.0,length_mismatch,phrase,calque
法印,法印,dharmamudrā,2,4,0,0.5,0.0,length_mismatch,verb,calque
廚,厨,mahānasa,1,4,0,0.25,0.0,length_mismatch,noun,calque
淳,淳,prasāda,1,3,0,0.333,0.0,length_mismatch,adjective,calque
淳善,淳善,sūrata,2,3,1,0.667,1.0,off_by_one,phrase,calque
難信,难信,vipratyanīka,2,5,0,0.4,0.0,length_mismatch,phrase,calque
難信之法,难信之法,vipratyanīyaka-dharma-paryāya,4,11,0,0.364,0.0,length_mismatch,phrase,calque
難信難解,难信难解,sarvalokavipratyanīkaḥ sarvalokāśraddadhanīyaḥ,4,18,0,0.222,0.0,length_mismatch,phrase,calque
難解,难解,durvijñēya,2,3,2,0.667,0.5,off_by_one,phrase,calque
祕要,祕要,rahasya,2,3,2,0.667,0.5,off_by_one,noun,calque
寂滅,寂灭,vyupaśama,2,4,0,0.5,0.0,length_mismatch,proper noun,calque
守,守,gupta,1,2,1,0.5,0.0,off_by_one,verb,calque
守護,守护,rakṣa,2,2,2,1.0,0.0,exact,verb,calque
