trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
訖利馱耶,讫利驮耶,hṛdaya,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
紇利陀耶,纥利陀耶,hṛdaya,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
紇哩陀耶,纥哩陀耶,hṛdaya,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
乾栗馱耶,干栗驮耶,hṛdaya,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
阿梨樹枝,阿梨树枝,arjaka,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
阿梨樹,阿梨树,arjaka,3,3,3,1.0,0.667,exact,noun,ambiguous
阿棃樹,阿棃树,arjaka,3,3,3,1.0,0.667,exact,noun,ambiguous
阿棃樹枝,阿棃树枝,arjaka,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
阿僧祇,阿僧祇,asaṃkhya,3,3,3,1.0,0.667,exact,noun,ambiguous
智慧力,智慧力,jñānabala,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
鳩槃荼鬼,鸠槃荼鬼,kumbhāṇḍa,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
鳩槃荼,鸠槃荼,kumbhāṇḍa,3,3,3,1.0,0.667,exact,noun,ambiguous
旃荼羅,旃荼罗,caṇḍāla,3,3,3,1.0,0.667,exact,proper noun,ambiguous
波羅柰,波罗柰,vārāṇasī,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
菴婆羅,菴婆罗,āmrapālī,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
菴羅女,菴罗女,āmrapālī,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
啞密哩達,哑密哩达,amṛta,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
揵闥婆,揵闼婆,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
健達縛,健达缚,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
彥達婆,彦达婆,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
乾沓婆,乾沓婆,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
乾沓和,乾沓和,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
巘沓縛,巘沓缚,gandharva,3,3,3,1.0,0.667,exact,noun,ambiguous
摩㝹闍,摩㝹阇,manuṣya,3,3,3,1.0,0.667,exact,noun,ambiguous
摩㝹沙,摩㝹沙,manuṣya,3,3,3,1.0,0.667,exact,noun,ambiguous
摩㝹史,摩㝹史,manuṣya,3,3,3,1.0,0.667,exact,noun,ambiguous
摩納婆,摩纳婆,māṇava,3,3,3,1.0,0.667,exact,noun,ambiguous
摩納縛迦,摩纳缚迦,māṇava,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
摩那婆,摩那婆,māṇava,3,3,3,1.0,0.667,exact,noun,ambiguous
般遮旬,般遮旬,pañcābhijñā,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
修乾天,修乾天,śubha-kṛtsna,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
分耨文陀尼弗,分耨文陀尼弗,bālapṛthagjana,6,6,6,1.0,0.667,exact,proper noun,ambiguous
五盛陰,五盛阴,pañcaskandha,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
三摩惹,三摩惹,samāja,3,3,3,1.0,0.667,exact,noun,ambiguous
檀特山,檀特山,daṇḍaloka,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
須大拏太子,须大拏太子,viśvantara,5,4,3,1.25,0.667,off_by_one,proper noun,ambiguous
須達拏,须达拏,viśvantara,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
般若門,般若门,prajñā-mukha,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
為頭離,为头离,vaipulya,3,3,3,1.0,0.667,exact,adjective,ambiguous
居家人,居家人,gṛhastha,3,3,3,1.0,0.667,exact,phrase,ambiguous
佛國土,佛国土,buddhakṣetra,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
大忍力,大忍力,kṣānti-bala,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
縒麼野,縒么野,samaya,3,3,3,1.0,0.667,exact,noun,ambiguous
壞輪迴,坏轮迴,kakutsunda,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
嗢底迦,嗢底迦,Uttika,3,3,3,1.0,0.667,exact,proper noun,ambiguous
遠聞山,远闻山,udeśin,3,3,3,1.0,0.667,exact,proper noun,ambiguous
染末那,染末那,kliṣṭamanas,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
薰陸香樹,薰陆香树,kunduru,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
薰陸香,薰陆香,kunduru,3,3,3,1.0,0.667,exact,proper noun,ambiguous
三跋羅,三跋罗,saṃvara,3,3,3,1.0,0.667,exact,noun,ambiguous
文陀竭,文陀竭,mūrdhaga,3,3,3,1.0,0.667,exact,proper noun,ambiguous
文陀竭王,文陀竭王,mūrdhaga,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
行祭僧,行祭僧,adhvaryu,3,3,3,1.0,0.667,exact,phrase,ambiguous
阿為闥婆,阿为闼婆,atharvaveda,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
副吠陀,副吠陀,upaveda,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
彌曼蹉,弥曼蹉,mīmāṃsā,3,3,3,1.0,0.667,exact,proper noun,ambiguous
偷蘭遮,偷兰遮,sthūlātyaya,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
土羅遮,土罗遮,sthūlātyaya,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
奉乳祭,奉乳祭,pravargya,3,3,3,1.0,0.667,exact,proper noun,ambiguous
火供竈,火供竈,agnikuṇḍa,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
正心行處,正心行处,samādhi,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
摩怛理迦,摩怛理迦,mātṛkā,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
迦夷羅,迦夷罗,kapila,3,3,3,1.0,0.667,exact,proper noun,ambiguous
鴦祇剌四,鸯祇剌四,aṅgiras,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
隨煩惱,随烦恼,upakleśa,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
僧佉義,僧佉义,sāṃkhya-pakṣa,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
世間法,世间法,lokadharma,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
菩提分法,菩提分法,bodhyaṅga,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
無想果,无想果,āsaṃjñika,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
那伽書,那伽书,nāgalipi,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
薩芸若,萨芸若,sarvajña,3,3,3,1.0,0.667,exact,noun,ambiguous
世主天,世主天,prajāpati,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
金剛鈴,金刚铃,vajraghaṇṭā,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
薩云然,萨云然,sarvajña,3,3,3,1.0,0.667,exact,noun,ambiguous
精進力,精进力,vīryabala,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
中天竺,中天竺,madhyadeśa,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
迦羅越,迦罗越,kulapati,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
首楞嚴,首楞严,śūraṅgama,3,4,3,0.75,0.667,off_by_one,adjective,ambiguous
外境界,外境界,bāhyārtha,3,3,3,1.0,0.667,exact,phrase,ambiguous
外種子,外种子,bāhya-bīja,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
補盧鎩,补卢铩,puruṣe,3,3,3,1.0,0.667,exact,noun,ambiguous
法供養,法供养,dharmapūjā,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
阿閦婆,阿閦婆,akṣobhya,3,3,3,1.0,0.667,exact,proper noun,ambiguous
拘樓孫,拘楼孙,krakucchanda,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
拘樓秦,拘楼秦,krakucchanda,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
俱留孫,俱留孙,krakucchanda,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
鳩留秦,鸠留秦,krakucchanda,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
世王天,世王天,prajāpati,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
苾芻眾,苾刍众,bhikṣusaṅgha,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
應果性,应果性,arhattva,3,3,3,1.0,0.667,exact,phrase,ambiguous
法性自爾,法性自尔,dharmatā,4,3,3,1.333,0.667,off_by_one,phrase,ambiguous
依止處,依止处,adhiṣṭhāna,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
第三十,第三十,triṃśattama,3,4,3,0.75,0.667,off_by_one,ordinal,ambiguous
毘陀羅鬼,毘陀罗鬼,vetāḍa,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
沒馱南,没驮南,buddhānām,3,3,3,1.0,0.667,exact,phrase,ambiguous
微摩底,微摩底,vimati,3,3,3,1.0,0.667,exact,adjective,ambiguous
菩提場,菩提场,bodhimaṇḍa,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
不正色,不正色,kaṣāya,3,3,3,1.0,0.667,exact,noun,ambiguous
迦邏沙曳,迦逻沙曳,kaṣāya,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
阿芻鞞耶,阿刍鞞耶,akṣobhya,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
無瞋恚佛,无瞋恚佛,akṣobhya,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
金翅鳥,金翅鸟,garuḍa,3,3,3,1.0,0.667,exact,noun,ambiguous
化自樂天,化自乐天,nirmāṇarati,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
徧淨天,徧净天,śubhakṛtsna,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
廣善天,广善天,śubhakṛtsna,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
比里底毘,比里底毘,pṛthivī,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
鉢羅體吠,钵罗体吠,pṛthivī,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
矩摩羅,矩摩罗,kumāra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
提和衛,提和卫,dīpavatī,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
諸技術,诸技术,śilpasthāna,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
波波羅樹,波波罗树,pāṭalī,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
微誓耶,微誓耶,vijayā,3,3,3,1.0,0.667,exact,proper noun,ambiguous
阿波會,阿波会,ābhāsvara,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
自立派,自立派,svātantrika,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
矩母那華,矩母那华,kumuda,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
矩母那,矩母那,kumuda,3,3,3,1.0,0.667,exact,noun,ambiguous
虛漢星,虚汉星,aṅgāraka,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
雲漢星,云汉星,aṅgāraka,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
散支迦,散支迦,pāñcika,3,3,3,1.0,0.667,exact,proper noun,ambiguous
德叉迦,德叉迦,takṣaka,3,3,3,1.0,0.667,exact,proper noun,ambiguous
威儀路,威仪路,īryāpatha,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
威儀道,威仪道,īryāpatha,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
一切法,一切法,sarvadharma,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
不可取,不可取,agrāhya,3,3,3,1.0,0.667,exact,phrase,ambiguous
不可量,不可量,amāpyena,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
婆藪天,婆薮天,vasudeva,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
阿浮訶那,阿浮诃那,avṛhā,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
鳩夷羅,鸠夷罗,kunāla,3,3,3,1.0,0.667,exact,proper noun,ambiguous
拘浪拏,拘浪拏,kunāla,3,3,3,1.0,0.667,exact,proper noun,ambiguous
吒羅佉,吒罗佉,tāraka,3,3,3,1.0,0.667,exact,proper noun,ambiguous
凍母囉天,冻母啰天,tumburu,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
間錯天,间错天,pratyupta,3,3,3,1.0,0.667,exact,proper noun,ambiguous
惟于幡,惟于幡,bṛhatphala,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
維阿鉢,维阿钵,bṛhatphala,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
大果天,大果天,bṛhatphala,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
阿迦瑟,阿迦瑟,akaniṣṭha,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
惡揭嚕,恶揭噜,aguru,3,3,3,1.0,0.667,exact,noun,ambiguous
阿時婆,阿时婆,ājīvika,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
六合釋,六合释,ṣaṭsamāsa,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
一切有為,一切有为,sarvasaṃskṛta,4,5,3,0.8,0.667,off_by_one,phrase,ambiguous
一切有爲,一切有为,sarvasaṃskṛta,4,5,3,0.8,0.667,off_by_one,phrase,ambiguous
薩縛達,萨缚达,sarvadā,3,3,3,1.0,0.667,exact,phrase,ambiguous
一叉鳩王,一叉鸠王,ikṣvāku,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
一顚迦,一顚迦,icchantika,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
阿鋡暮,阿鋡暮,āgama,3,3,3,1.0,0.667,exact,proper noun,ambiguous
阿彌底耶,阿弥底耶,aditya,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
白蓮花,白莲花,puṇḍarīka,3,4,3,0.75,0.667,off_by_one,noun,ambiguous
和須蜜,和须蜜,vasumitra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
頞濕縛羯拏,頞湿缚羯拏,aśvakarṇa,5,4,3,1.25,0.667,off_by_one,proper noun,ambiguous
跋次子部,跋次子部,vātsīputrīya,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
善歲部,善岁部,kāśyapīyā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
迦葉惟,迦叶惟,kāśyapīyā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
阿閣梨,阿阁梨,ācārya,3,3,3,1.0,0.667,exact,noun,ambiguous
大光明,大光明,mahāprabha,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
金剛身,金刚身,vajrakāya,3,4,3,0.75,0.667,off_by_one,phrase,ambiguous
檐林山,檐林山,khadiraka,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
摩呾理迦,摩呾理迦,mātṛkā,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
摩窒里迦,摩窒里迦,mātṛkā,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
摩帝利迦,摩帝利迦,mātṛkā,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
摩呾履迦,摩呾履迦,mātṛkā,4,3,3,1.333,0.667,off_by_one,noun,ambiguous
阿私仙,阿私仙,asita,3,3,3,1.0,0.667,exact,proper noun,ambiguous
阿私哆,阿私哆,asita,3,3,3,1.0,0.667,exact,proper noun,ambiguous
畔彈南,畔弹南,vandana,3,3,3,1.0,0.667,exact,phrase,ambiguous
畔憚南,畔惮南,vandana,3,3,3,1.0,0.667,exact,phrase,ambiguous
鴦儗囉,鸯儗啰,aṅgirasa,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
阿至摸,阿至摸,arciṣmatī,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
毘提訶,毘提诃,videha,3,3,3,1.0,0.667,exact,proper noun,ambiguous
淨明句論,净明句论,prasannapadā,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
入諦義論,入谛义论,tattvarthasūtra,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
娑祇多,娑祇多,sāketa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
婆枳多,婆枳多,sāketa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
婆翅多,婆翅多,sāketa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
曇摩蜱,昙摩蜱,dharmapriya,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
菩提伽耶,菩提伽耶,Bodhgayā,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
舍利子,舍利子,śāriputra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
功德直,功德直,guṇabharman,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
雨寶陀羅尼經,雨宝陀罗尼经,Vasudhārādhāraṇī,6,7,6,0.857,0.667,off_by_one,proper noun,ambiguous
彌沙塞羯磨本,弥沙塞羯磨本,Mahīśāsakakarman,6,7,6,0.857,0.667,off_by_one,proper noun,ambiguous
摩訶僧祇比丘尼戒本,摩诃僧祇比丘尼戒本,Mahāsaṅghabhikṣuṇivinaya,9,10,9,0.9,0.667,off_by_one,proper noun,ambiguous
根本說一切有部毘奈耶尼陀那目得迦攝頌,根本说一切有部毘奈耶尼陀那目得迦摄颂,Mūlasarvāstivādavinayanidānamātṛkākārikā,18,19,18,0.947,0.667,off_by_one,proper noun,ambiguous
大乘伽耶山頂經,大乘伽耶山顶经,gayāśīrṣasūtra,7,6,6,1.167,0.667,off_by_one,proper noun,ambiguous
文殊師利問經,文殊师利问经,mañjuśrīparipṛcchā,6,7,6,0.857,0.667,off_by_one,proper noun,ambiguous
哥利王,哥利王,kalirājā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
羯利王,羯利王,kalirājā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
迦梨王,迦梨王,kalirājā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
羅什曼那,罗什曼那,lakśmaṇa,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
阿底峽,阿底峡,atiśa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
佛所行讚,佛所行赞,buddhacarita,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
毗舍離,毗舍离,vaiśālī,3,3,3,1.0,0.667,exact,proper noun,ambiguous
竺法護,竺法护,dharmarakṣa,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
憍陳如,憍陈如,kauṇḍinya,3,3,3,1.0,0.667,exact,proper noun,ambiguous
毘舍離,毘舍离,vaiśālī,3,3,3,1.0,0.667,exact,proper noun,ambiguous
舍彌村,舍弥村,Syāmagrāma,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
拘絺羅,拘絺罗,kauṣṭhila,3,3,3,1.0,0.667,exact,proper noun,ambiguous
象頭山,象头山,gayāśīrṣa,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
離車毘,离车毘,licchavi,3,3,3,1.0,0.667,exact,proper noun,ambiguous
隷車輩,隷车辈,licchavi,3,3,3,1.0,0.667,exact,proper noun,ambiguous
離車子,离车子,licchavi,3,3,3,1.0,0.667,exact,proper noun,ambiguous
仙族王,仙族王,licchavi,3,3,3,1.0,0.667,exact,proper noun,ambiguous
密迹金剛力士會,密迹金刚力士会,tathāgataguhyasūtra,7,8,6,0.875,0.667,off_by_one,proper noun,ambiguous
伐拉彼,伐拉彼,valabhī,3,3,3,1.0,0.667,exact,proper noun,ambiguous
象腋經,象腋经,Hastikakṣyā,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
阿毘曇甘露味論,阿毘昙甘露味论,Abhidharmāmṛtaśāstra,7,8,6,0.875,0.667,off_by_one,proper noun,ambiguous
阿毘達磨俱舍論本頌,阿毘达磨俱舍论本颂,Abhidharmakośakārikā,9,9,9,1.0,0.667,exact,proper noun,ambiguous
如實論,如实论,Tarkaśāstra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
大乘集菩薩學論,大乘集菩萨学论,Śikṣāsamuccaya,7,6,6,1.167,0.667,off_by_one,proper noun,ambiguous
三婆婆,三婆婆,saṃbhava,3,3,3,1.0,0.667,exact,proper noun,ambiguous
婆羅婆,婆罗婆,bhāradvāja,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
拘利若,拘利若,kauṇḍinya,3,3,3,1.0,0.667,exact,proper noun,ambiguous
缾沙王,缾沙王,bimbisāra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
萍沙王,萍沙王,bimbisāra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
瓶沙王,瓶沙王,bimbisāra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
帕嘉歐達,帕嘉欧达,pradyota,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
般闍荼,般阇荼,pañcāla,3,3,3,1.0,0.667,exact,proper noun,ambiguous
般遮耶,般遮耶,pañcāla,3,3,3,1.0,0.667,exact,proper noun,ambiguous
閃笛耳耶,闪笛耳耶,śāṇḍilya,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
瑜伽經,瑜伽经,yogasūtra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
巴斯加羅,巴斯加罗,bhāskara,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
商卡拉,商卡拉,śaṅkara,3,3,3,1.0,0.667,exact,proper noun,ambiguous
波儞尼,波儞尼,pāṇini,3,3,3,1.0,0.667,exact,proper noun,ambiguous
犍馱羅國,犍驮罗国,gandhāra,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
犍馱羅,犍驮罗,gandhāra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
犍陀越,犍陀越,gandhāra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
乾陀越,干陀越,gandhāra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
犍陀呵,犍陀呵,gandhāra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
舍婆提城,舍婆提城,śrāvastī,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
舍婆提,舍婆提,śrāvastī,3,3,3,1.0,0.667,exact,proper noun,ambiguous
乾陀婆那,干陀婆那,gāndhāra,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
摩哂陀,摩哂陀,mahendra,3,3,3,1.0,0.667,exact,proper noun,ambiguous
康卡那,康卡那,koṅkaṇa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
足目仙,足目仙,akṣapada,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
沙祇太,沙祇太,sāketa,3,3,3,1.0,0.667,exact,proper noun,ambiguous
俱曇彌,俱昙弥,gautamī,3,3,3,1.0,0.667,exact,proper noun,ambiguous
弗迦沙,弗迦沙,bimbisāra,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
寶頂經,宝顶经,ratnaketu,3,4,3,0.75,0.667,off_by_one,proper noun,ambiguous
罽昵吒王,罽昵吒王,kaniṣka,4,3,3,1.333,0.667,off_by_one,proper noun,ambiguous
蘇達哆,苏达哆,sudatta,3,3,3,1.0,0.667,exact,proper noun,ambiguous
拘季那羅,拘季那罗,kuśinagara,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
九士生地,九士生地,kuśinagara,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
力士生地,力士生地,kuśinagara,4,5,3,0.8,0.667,off_by_one,proper noun,ambiguous
摩利支天陀羅尼呪經,摩利支天陀罗尼呪经,Mārīcīdhāraṇīsūtra,9,8,8,1.125,0.625,off_by_one,proper noun,ambiguous
郁伽羅越問菩薩經,郁伽罗越问菩萨经,ugradattaparipṛcchā,8,8,8,1.0,0.625,exact,proper noun,ambiguous
郁迦羅越問菩薩行經,郁迦罗越问菩萨行经,ugradattaparipṛcchā,9,8,8,1.125,0.625,off_by_one,proper noun,ambiguous
一切法自在,一切法自在,sarvadharmeśvara,5,6,5,0.833,0.6,off_by_one,phrase,ambiguous
無盡意菩薩,无尽意菩萨,akṣayamati,5,5,5,1.0,0.6,exact,proper noun,ambiguous
沙羯利陀伽彌,沙羯利陀伽弥,sakṛdāgāmin,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
大辯才天女,大辩才天女,sarasvatī-devī,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
甘露軍荼利,甘露军荼利,amṛtakuṇḍalin,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
甘露軍荼利明王,甘露军荼利明王,amṛtakuṇḍalin,7,6,5,1.167,0.6,off_by_one,proper noun,ambiguous
大聖歡喜天,大圣欢喜天,nandikeśvara,5,5,5,1.0,0.6,exact,proper noun,ambiguous
難提自在天,难提自在天,nandikeśvara,5,5,5,1.0,0.6,exact,proper noun,ambiguous
金剛商竭羅,金刚商竭罗,vajraśṛṅkhalā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
金剛商朅羅,金刚商朅罗,vajraśṛṅkhalā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
虛空藏菩薩,虚空藏菩萨,ākāśagarbha,5,5,5,1.0,0.6,exact,proper noun,ambiguous
除一切惡趣,除一切恶趣,sarvāpāyaṃjaha,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
施無畏菩薩,施无畏菩萨,abhayaṃdada,5,5,5,1.0,0.6,exact,proper noun,ambiguous
上首諸聖尊,上首诸圣尊,dṛḍhādhyāśaya,5,5,5,1.0,0.6,exact,proper noun,ambiguous
虛空慧菩薩,虚空慧菩萨,gaganamati,5,5,5,1.0,0.6,exact,proper noun,ambiguous
羯嚕儜麼也,羯噜儜么也,karuṇāmaya,5,5,5,1.0,0.6,exact,phrase,ambiguous
智慧波羅蜜,智慧波罗蜜,prajñāpāramitā,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
布施波羅蜜,布施波罗蜜,dāna-pāramitā,5,6,5,0.833,0.6,off_by_one,phrase,ambiguous
持戒波羅蜜,持戒波罗蜜,śīla-pāramitā,5,6,5,0.833,0.6,off_by_one,phrase,ambiguous
忍辱波羅蜜,忍辱波罗蜜,kṣāntipāramitā,5,6,5,0.833,0.6,off_by_one,phrase,ambiguous
漚和俱舍羅,沤和俱舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
漚惒俱舍羅,沤惒俱舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
阿惟越致地,阿惟越致地,avaivartya-bhūmi,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
漚惒拘舍羅,沤惒拘舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
漚和拘舍羅,沤和拘舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
漚波拘舍羅,沤波拘舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
憂婆憍舍羅,忧婆憍舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,noun,ambiguous
薩婆悉達多,萨婆悉达多,sarvasiddhārtha,5,5,5,1.0,0.6,exact,proper noun,ambiguous
殟怛羅句嚧,殟怛罗句嚧,uttarakuru,5,5,5,1.0,0.6,exact,proper noun,ambiguous
嗢怛囉僧伽,嗢怛罗僧伽,uttarāsaṃga,5,5,5,1.0,0.6,exact,noun,ambiguous
阿闥婆吠陀,阿闼婆吠陀,atharvaveda,5,5,5,1.0,0.6,exact,proper noun,ambiguous
