trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
阿陀婆毘陀,阿陀婆毘陀,atharvaveda,5,5,5,1.0,0.6,exact,proper noun,ambiguous
異能護方智論,异能护方智论,atharvaveda,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
阿達磨嘎地語,阿达磨嘎地语,ardha-māgadhī,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
阿達磨嘎地,阿达磨嘎地,ardha-māgadhī,5,5,5,1.0,0.6,exact,proper noun,ambiguous
威德焰輪天,威德焰轮天,tejojālinī,5,5,5,1.0,0.6,exact,proper noun,ambiguous
摩訶僧祇部,摩诃僧祇部,mahāsāṃghika,5,5,5,1.0,0.6,exact,proper noun,ambiguous
遍是宗法性,遍是宗法性,pakṣadharmatva,5,5,5,1.0,0.6,exact,phrase,ambiguous
補特伽羅見,补特伽罗见,pudgaladṛṣṭi,5,5,5,1.0,0.6,exact,phrase,ambiguous
摩登伽阿蘭若,摩登伽阿兰若,daṇḍakāraṇya,6,5,5,1.2,0.6,off_by_one,phrase,ambiguous
彌喜捨婆阿,弥喜舍婆阿,mahīśāsaka,5,5,5,1.0,0.6,exact,proper noun,ambiguous
彌喜捨婆阿部,弥喜舍婆阿部,mahīśāsaka,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
婆收婁多柯,婆收娄多柯,bahuśrutīyā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
波收婁多柯,波收娄多柯,bahuśrutīyā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
婆吼輸底柯,婆吼输底柯,bahuśrutīyā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
般遮跋利沙會,般遮跋利沙会,pañcavārṣika,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
般遮跋利沙,般遮跋利沙,pañcavārṣika,5,5,5,1.0,0.6,exact,proper noun,ambiguous
跋私弗底梨與,跋私弗底梨与,vātsīputrīya,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
跋私弗多羅,跋私弗多罗,vātsīputrīya,5,5,5,1.0,0.6,exact,proper noun,ambiguous
可住子弟子,可住子弟子,vātsīputrīya,5,5,5,1.0,0.6,exact,proper noun,ambiguous
傴和拘舍羅,伛和拘舍罗,upāya-kauśalya,5,6,5,0.833,0.6,off_by_one,phrase,ambiguous
阿比目佉晉,阿比目佉晋,abhimukhī-bhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
抄頭摩提晉,抄头摩提晋,sādhumatī-bhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
曇摩彌迦晉,昙摩弥迦晋,dharmameghā-bhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
婆粗富羅部,婆粗富罗部,vātsīputrīya,5,5,5,1.0,0.6,exact,proper noun,ambiguous
瑜伽師地論,瑜伽师地论,yogacārabhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
阿難陀目佉尼呵離陀經,阿难陀目佉尼呵离陀经,Anantamukhasādhakadhāraṇī,10,11,10,0.909,0.6,off_by_one,proper noun,ambiguous
妙吉祥最勝根本大教經,妙吉祥最胜根本大教经,Krodhavijayakalpaguhyatantra,10,11,10,0.909,0.6,off_by_one,proper noun,ambiguous
寶星陀羅尼經,宝星陀罗尼经,ratnaketudhāraṇī,6,7,5,0.857,0.6,off_by_one,proper noun,ambiguous
伽耶山頂經,伽耶山顶经,gayāśīrṣasūtra,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
象頭精舍經,象头精舍经,gayāśīrṣasūtra,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
修行道地經,修行道地经,Yogacārabhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
迦諾迦伐蹉,迦诺迦伐蹉,Kanakavatsa,5,5,5,1.0,0.6,exact,proper noun,ambiguous
阿恃多伐底河,阿恃多伐底河,Hiraṇyavatī,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
摩訶衍寶嚴經,摩诃衍宝严经,Kāśyapaparivarta,6,7,5,0.857,0.6,off_by_one,proper noun,ambiguous
翻譯名義大集,翻译名义大集,Mahāvyutpatti,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
金剛三昧經,金刚三昧经,Vajrasamādhi,5,5,5,1.0,0.6,exact,proper noun,ambiguous
壹輸盧迦論,壹输卢迦论,Ekaślokaśāstra,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
菩薩地持經,菩萨地持经,Bodhisattvabhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
菩薩善戒經,菩萨善戒经,Bodhisattvabhūmi,5,6,5,0.833,0.6,off_by_one,proper noun,ambiguous
尸賴拏伐底,尸赖拏伐底,hiraṇyavatī,5,5,5,1.0,0.6,exact,proper noun,ambiguous
俱夷那竭國,俱夷那竭国,kuśinagara,5,5,5,1.0,0.6,exact,proper noun,ambiguous
俱夷那竭城,俱夷那竭城,kuśinagara,5,5,5,1.0,0.6,exact,proper noun,ambiguous
訖羅摩阿迭多,讫罗摩阿迭多,vikramāditya,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
馝柯羅摩袟多,馝柯罗摩袟多,vikramāditya,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
維瑪拉普拉巴,维玛拉普拉巴,vimalaprabhā,6,5,5,1.2,0.6,off_by_one,proper noun,ambiguous
優鉢羅華色,优钵罗华色,utpalavarṇā,5,5,5,1.0,0.6,exact,proper noun,ambiguous
